airline,airport1,airport2,cnt
FL,BKG,MCO,8
FL,ATL,BKG,56
FL,CAK,LGA,111
FL,LAS,MKE,147
FL,BOS,BWI,303
FL,ATL,DCA,324
FL,LGA,LAS,2
FL,MKE,SRQ,56
FL,ATL,STL,168
FL,BOS,RSW,68
FL,GRR,RSW,42
FL,ATL,FLL,446
FL,ATL,RDU,208
FL,DSM,MCO,16
FL,LAX,MKE,100
FL,MCO,RIC,45
FL,CAK,TPA,56
FL,HPN,MCO,44
FL,ATL,IAD,176
FL,BWI,MIA,44
FL,LGA,PHF,104
FL,MCO,STL,44
FL,BWI,TPA,156
FL,ATL,RSW,228
FL,FLL,MDT,24
FL,BWI,FLL,168
FL,ABE,FLL,26
FL,ATL,CAK,213
FL,DEN,MKE,56
FL,LGA,MCO,16
FL,ATL,SFO,56
FL,BMI,RSW,14
FL,BWI,MSY,44
FL,ATL,MSY,212
FL,MCO,MDW,156
FL,MCO,MDT,56
FL,ATL,DAY,167
FL,ATL,DEN,164
FL,ATL,MSP,208
FL,ATL,PIT,212
FL,ATL,TPA,399
FL,ATL,SRQ,112
FL,ATL,BUF,168
FL,FNT,MCO,56
FL,MCO,MLI,32
FL,MDW,SRQ,112
FL,IND,LGA,108
FL,BWI,SJU,28
FL,DFW,MKE,2
FL,CLT,MCO,44
FL,BOS,SRQ,8
FL,ATL,FNT,168
FL,MCO,ROC,56
FL,BWI,GRR,111
FL,MKE,RSW,110
FL,ATL,HPN,104
FL,FLL,IND,56
FL,BWI,JAX,97
FL,BMI,MCO,32
FL,MKE,PHX,36
FL,ATL,MKE,234
FL,ATL,PHL,243
FL,IND,RSW,172
FL,BUF,MCO,50
FL,ATL,ICT,160
FL,GPT,TPA,24
FL,BWI,MKE,111
FL,MKE,TPA,80
FL,ATL,PHF,196
FL,BWI,PWM,112
FL,ATL,MCO,505
FL,ATL,MCI,168
FL,BWI,MCO,281
FL,DCA,MCO,56
FL,ATL,GPT,24
FL,PIT,TPA,44
FL,ATL,LAS,155
FL,DCA,MKE,216
FL,HSV,MCO,56
FL,ATL,LAX,154
FL,LGA,MKE,246
FL,ATL,HOU,256
FL,IND,SRQ,44
FL,ATL,CMH,112
FL,FLL,PIT,88
FL,ATL,MDW,294
FL,MLI,RSW,14
FL,PIT,RSW,80
FL,IND,MCO,208
FL,CMH,MCO,44
FL,MCO,PHF,56
FL,BWI,RSW,100
FL,ATL,BOS,214
FL,ATL,ROC,112
FL,MKE,SFO,56
FL,ATL,PHX,92
FL,ATL,DTW,186
FL,CAK,RSW,44
FL,MCO,TYS,32
FL,ATL,BWI,323
FL,MKE,SEA,55
FL,BOS,CAK,56
FL,MCO,PHL,180
FL,ROC,TPA,50
FL,TPA,GRR,42
FL,MKE,MSY,56
FL,ATL,DFW,319
FL,ATL,MEM,196
FL,BOS,MCO,100
FL,ATL,SJU,76
FL,MCO,MKE,178
FL,ATL,PNS,160
FL,BWI,HSV,112
FL,ATL,SAT,164
FL,MCO,MSP,56
FL,BOS,PHF,56
FL,BWI,DAY,140
FL,HPN,PBI,100
FL,BOS,MKE,108
FL,FNT,TPA,44
DL,LGA,ATL,840
DL,SLC,EWR,102
DL,SLC,LAX,270
DL,RSW,CVG,112
DL,MEM,MSY,88
DL,MSP,DFW,76
DL,ATL,ONT,56
DL,TPA,JFK,56
DL,MEM,MSP,211
DL,MSP,JFK,55
DL,SAN,DTW,52
DL,DTW,MKE,99
DL,MSP,LAS,368
DL,DCA,MSP,277
DL,BDL,MSP,62
DL,CMH,ATL,328
DL,BUF,ATL,268
DL,MEM,SLC,52
DL,ANC,SLC,56
DL,ATL,JAN,52
DL,ATL,PHF,173
DL,MEM,TPA,56
DL,SLC,DFW,2
DL,SLC,SAN,194
DL,DTW,ORD,250
DL,MSP,STL,128
DL,DEN,MSP,308
DL,ATL,PBI,544
DL,GRB,MSP,75
DL,ATL,JAX,644
DL,BDL,MCO,112
DL,MEM,STL,54
DL,MCO,BOS,112
DL,ORF,ATL,330
DL,PHL,ATL,518
DL,SAT,JFK,1
DL,MSP,ANC,56
DL,MKE,MSP,290
DL,RSW,DTW,268
DL,MSP,EGE,4
DL,ATL,MTJ,4
DL,SLC,CVG,112
DL,SAN,ATL,266
DL,DTW,CLT,158
DL,SLC,JAC,99
DL,ATL,CLE,82
DL,MSP,IND,135
DL,DTW,MSY,80
DL,SJU,JFK,112
DL,RDU,DTW,118
DL,LAX,ATL,568
DL,BOI,SLC,86
DL,LAX,HNL,168
DL,HNL,SLC,56
DL,IAD,ATL,376
DL,MSP,RDU,4
DL,LAX,LIH,56
DL,DFW,DTW,27
DL,DTW,SFO,162
DL,ATL,HDN,56
DL,MIA,DCA,112
DL,DTW,MCI,54
DL,LAX,MSP,338
DL,DTW,MCO,336
DL,SEA,DTW,160
DL,PHX,ATL,316
DL,SAT,DTW,48
DL,PHL,MSP,182
DL,ORD,MSP,117
DL,CVG,LGA,108
DL,LAX,CVG,130
DL,SLC,PDX,122
DL,DTW,GRB,27
DL,RIC,ATL,398
DL,ATL,SEA,265
DL,MSP,ATL,618
DL,ATL,STT,84
DL,CVG,FLL,100
DL,FLL,LGA,332
DL,SLC,OAK,112
DL,MEM,PIT,4
DL,MEM,DFW,2
DL,OGG,LAX,112
DL,FLL,MEM,80
DL,MSP,SEA,280
DL,DTW,TPA,321
DL,PHL,DTW,163
DL,COS,ATL,56
DL,ATL,HSV,56
DL,BDL,DTW,54
DL,MSP,FLL,125
DL,LAX,CMH,24
DL,ATL,MHT,33
DL,ATL,STL,408
DL,SAN,JFK,104
DL,JFK,DTW,107
DL,LAX,MEM,154
DL,SLC,LAS,341
DL,ATL,BDL,318
DL,JFK,MCO,222
DL,MIA,CVG,56
DL,CLT,ATL,471
DL,JFK,PHX,56
DL,MEM,BWI,42
DL,FLL,BDL,112
DL,MSP,TPA,181
DL,DTW,MIA,162
DL,LGA,MEM,164
DL,MSP,HNL,24
DL,ATL,PWM,81
DL,SLC,SNA,228
DL,SFO,LAX,112
DL,SNA,ATL,258
DL,DTW,BOS,285
DL,MEM,MCO,168
DL,CVG,JFK,56
DL,MSN,MSP,110
DL,DTW,SLC,224
DL,AUS,ATL,310
DL,SJU,ATL,288
DL,MEM,MCI,10
DL,SFO,ATL,312
DL,MSP,RSW,213
DL,ATL,DFW,544
DL,DTW,DEN,168
DL,FAR,MSP,116
DL,LGA,MSY,152
DL,LAX,LAS,74
DL,DTW,PHX,216
DL,SAT,ATL,415
DL,ATL,ABQ,112
DL,ATL,OMA,25
DL,CVG,DEN,56
DL,MCO,LAX,112
DL,MEM,LAS,110
DL,GRR,DTW,56
DL,LIT,ATL,56
DL,BDL,TPA,56
DL,LAS,SNA,52
DL,DCA,ATL,838
DL,MSP,PSP,4
DL,SEA,HNL,56
DL,SNA,MSP,146
DL,TPA,CVG,112
DL,ELP,ATL,80
DL,DTW,BWI,306
DL,ALB,ATL,52
DL,CVG,SFO,48
DL,ATL,TUS,104
DL,JFK,ATL,372
DL,MCO,SLC,100
DL,JFK,SFO,272
DL,SEA,JFK,128
DL,DCA,MCO,212
DL,LGA,BOS,622
DL,BZN,MSP,58
DL,DTW,LGA,479
DL,MSP,LGA,329
DL,BOS,SLC,102
DL,ATL,PVD,158
DL,ATL,MSY,582
DL,ATL,DAY,212
DL,GEG,SLC,112
DL,DTW,IND,168
DL,MSP,BOI,26
DL,ATL,PIT,319
DL,EWR,ATL,558
DL,ATL,TPA,634
DL,SAV,ATL,384
DL,MKE,ATL,322
DL,ATL,SRQ,334
DL,DFW,JFK,1
DL,DEN,ATL,460
DL,ATL,JAC,12
DL,LAX,TPA,52
DL,LGA,JAX,52
DL,MSP,BIL,23
DL,LGA,PBI,208
DL,SFO,HNL,48
DL,DCA,SLC,56
DL,BOS,JFK,4
DL,SMF,MSP,96
DL,IAH,ATL,266
DL,RSW,LGA,154
DL,MLB,ATL,150
DL,MIA,MEM,106
DL,MCO,CVG,162
DL,DEN,JFK,56
DL,KOA,LAX,56
DL,ATL,FNT,114
DL,BOS,MSP,262
DL,DTW,SJU,8
DL,ATL,ORD,481
DL,ATL,STX,10
DL,STL,SLC,56
DL,CLT,MEM,50
DL,MCI,MSP,104
DL,ATL,SDF,87
DL,JAX,DTW,2
DL,MSP,GRR,125
DL,DAB,ATL,241
DL,LAX,FLL,48
DL,ATL,GRR,23
DL,IND,SLC,50
DL,MSP,SFO,260
DL,MSP,OMA,14
DL,LIT,MEM,33
DL,ATL,SLC,473
DL,MEM,ORD,48
DL,FLL,ATL,778
DL,ATL,OKC,19
DL,ATL,MCO,888
DL,ATL,MCI,392
DL,DTW,STL,155
DL,MSP,IAD,4
DL,SLC,RNO,110
DL,PBI,DTW,157
DL,EWR,DTW,76
DL,EWR,MSP,52
DL,DTW,LAS,316
DL,ECP,ATL,110
DL,ATL,GPT,50
DL,LGA,MCO,328
DL,ATL,BZN,12
DL,BNA,DTW,105
DL,SLC,MSP,244
DL,CVG,PHX,56
DL,DCA,DTW,312
DL,ATL,TLH,56
DL,CVG,BOS,28
DL,EGE,ATL,56
DL,ATL,HOU,158
DL,MSP,SAN,164
DL,IND,LAX,36
DL,BDL,PBI,56
DL,BDL,RSW,56
DL,SLC,SEA,254
DL,PIT,DTW,2
DL,CHS,ATL,372
DL,IND,ATL,413
DL,ATL,MDW,374
DL,ATL,SYR,23
DL,SJC,ATL,46
DL,LAX,DTW,301
DL,ATL,EYW,112
DL,LAS,ATL,430
DL,SRQ,DTW,56
DL,MSP,SAT,24
DL,ATL,ROC,164
DL,PNS,ATL,412
DL,JFK,FLL,168
DL,CVG,LAS,88
DL,DTW,MSN,67
DL,PHX,MSP,332
DL,TPA,LGA,206
DL,ATL,DTW,523
DL,SLC,JFK,220
DL,MSP,SJU,8
DL,MEM,SEA,36
DL,RSW,ATL,448
DL,JFK,STT,8
DL,PDX,MSP,160
DL,ATL,BWI,526
DL,MSP,TUS,40
DL,IAD,SLC,56
DL,SLC,SMF,57
DL,RDU,ATL,586
DL,SLC,PHX,168
DL,IAH,MSP,52
DL,MEM,PHX,100
DL,JFK,LAS,252
DL,JFK,LAX,372
DL,SLC,PHL,98
DL,BWI,SLC,100
DL,GSO,ATL,52
DL,MSP,DTW,466
DL,ATL,BNA,276
DL,SMF,ATL,88
DL,ATL,MEM,423
DL,GEG,MSP,104
DL,MSP,BWI,128
DL,SEA,CVG,42
DL,ATL,HNL,56
DL,MSP,ABQ,56
DL,ATL,CVG,348
DL,BOS,ATL,579
DL,MSY,LAX,88
DL,PDX,JFK,56
DL,BHM,ATL,152
DL,MCO,MSP,269
DL,TPA,DCA,108
DL,SJC,MSP,96
DL,MIA,MSP,112
DL,MIA,JFK,272
DL,ATL,PDX,146
DL,MIA,ATL,608
DL,DCA,MEM,100
DL,DTW,MEM,218
DL,FLL,DTW,314
DL,CLT,MSP,89
YV,AUS,ORD,18
YV,PHX,SBA,254
YV,ORD,ORF,36
YV,MSN,ORD,4
YV,PHX,SBP,112
YV,EWR,IAD,2
YV,CLT,SRQ,50
YV,BWI,CLT,2
YV,ONT,PHX,16
YV,DTW,ORD,50
YV,ELP,ORD,108
YV,IAD,LGA,56
YV,BDL,ORD,4
YV,ALB,ORD,29
YV,OAK,PHX,12
YV,ORD,PWM,59
YV,CLT,MYR,52
YV,ROC,ORD,24
YV,HNL,ITO,248
YV,IND,ORD,22
YV,FAT,LAS,48
YV,PHX,SAT,166
YV,IAD,ROC,24
YV,CLT,EWR,120
YV,ATL,CLT,8
YV,CLT,IAD,344
YV,BTV,IAD,36
YV,IAD,PVD,60
YV,ORD,CHS,42
YV,CLT,RDU,76
YV,ORD,PVD,16
YV,CLT,DAB,66
YV,CLT,PIT,16
YV,BDL,CLT,8
YV,BUR,PHX,118
YV,DSM,ORD,32
YV,BNA,CLT,194
YV,ATL,IAD,141
YV,MCI,ORD,32
YV,CLT,CVG,198
YV,HNL,OGG,376
YV,CLT,DTW,56
YV,PHX,SMF,16
YV,PHX,PSP,320
YV,CLT,STL,96
YV,IAD,JAX,112
YV,HNL,KOA,312
YV,MIA,ORD,32
YV,AVP,CLT,8
YV,ABQ,PHX,249
YV,MEM,PHX,112
YV,GJT,PHX,144
YV,FLG,PHX,310
YV,IAD,DFW,10
YV,DTW,IAD,3
YV,LAS,SFO,120
YV,LAS,LAX,56
YV,PHX,SLC,16
YV,IAD,IND,41
YV,ORD,BNA,2
YV,BUF,ORD,42
YV,LAS,PHX,64
YV,ORD,SAT,55
YV,ORD,SAV,8
YV,IAD,MIA,52
YV,CLT,FAY,50
YV,IAD,IAH,4
YV,CLT,MDT,100
YV,PHX,TEX,104
YV,BFL,PHX,176
YV,IAD,PIT,82
YV,BUF,CLT,20
YV,ALB,IAD,50
YV,IAD,ORF,145
YV,CLT,PNS,120
YV,CLT,RIC,80
YV,JAX,ORD,89
YV,CLT,ILM,228
YV,ATL,ORD,69
YV,BUF,IAD,50
YV,CLT,MEM,240
YV,LGB,PHX,208
YV,ORD,SBN,92
YV,CHS,IAD,11
YV,IAD,MHT,4
YV,CLT,SDF,142
YV,BHM,CLT,40
YV,CLT,GSO,112
YV,PHX,YUM,328
YV,MEM,ORD,22
YV,PHX,SNA,80
YV,BTV,ORD,8
YV,MDT,ORD,8
YV,MRY,PHX,116
YV,CLT,PVD,8
YV,ELP,PHX,247
YV,IAD,SYR,72
YV,CHS,CLT,208
YV,HNL,LIH,324
YV,CLT,SAV,120
YV,CLT,SAT,102
YV,BDL,IAD,80
YV,CLT,SYR,16
YV,CLE,CLT,160
YV,SAT,IAD,34
YV,CLT,IND,8
YV,ATW,ORD,2
YV,MHT,ORD,55
YV,IAD,PWM,34
YV,DSM,PHX,112
YV,IAD,MCI,56
YV,IAD,RDU,88
YV,ORD,PIT,22
YV,MCI,PHX,16
YV,AUS,CLT,160
YV,FAT,PHX,232
YV,ORD,SYR,64
YV,AUS,PHX,224
YV,ORD,RDU,125
YV,PHX,TUS,480
YV,ORD,PHL,64
YV,DAY,ORD,43
YV,CLT,ORF,148
YV,CLT,ORD,174
YV,AUS,IAD,33
YV,OMA,PHX,36
YV,CLT,JAX,28
YV,DRO,PHX,112
YV,CLT,MSY,24
YV,DFW,ORD,50
YV,CLT,MSP,4
